code,date,comments,likes,caption,image
BICv9VUBeYZ,1468931097,0,151,"Irena Brežná a jej Nevďačná cudzin(k)a. Výborná kniha nielen pre tých, ktorí žijú v zahraničí! #tipnaknihu #knihy #martinussk #irenabrezna #anasoftlitera #nevdacnacudzina",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13744081_166039820482225_672471631_n.jpg?ig_cache_key=MTI5NzgxMDU2NTU5NDczNjE1Mw%3D%3D.2
BH7NEaJBK8X,1468677924,2,288,"Čo robiť v takýto daždivý víkend? My odporúčame zaručenú kombináciu - kniha, káva a koláč! 📖☕️🍰🙏 #tipnaknihu #knihy #martinussk #pravecitam #vikend #viaccasunacitanie #foxfordcafe",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13694552_270116056692873_544370055_n.jpg?ig_cache_key=MTI5NTY4Njc5NTM1MDI5MDE5OQ%3D%3D.2
BHzst8lhci1,1468426081,1,183,Nový Miloszewski! Čo tak si zobrať na dovolenku trocha strachu? 😱 #tipnaknihu #martinussk #zygmuntmiłoszewski #vydavatelstvopremedia,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13694778_135067060257540_1859351349_n.jpg?ig_cache_key=MTI5MzU3NDE4OTQ2MjQ0MDExNw%3D%3D.2
BHuxsxChvdd,1468260921,0,216,"Áno, aj túto knihu milujeme! Chlapec na vrchole hory je kniha, ktorú by si mal prečítať asi fakt každý! 📖 #tipnaknihu #martinusk #johnboyne #chlapecnavrcholehory #slovartbooklab #slovart_vyd #books #bookstagram",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13651751_1776139126006621_1393550722_n.jpg?ig_cache_key=MTI5MjE4ODcyMzY5MzY4MDQ3Nw%3D%3D.2
BHsFB79hBWW,1468170393,0,184,"A je po Pohode 😞 Ďakujeme všetkým, ktorí sa zastavili v našom Literárnom stane ❤️📚🙏 #pohoda #pohoda2016 #literarnystanmartinus #literarnystan #idemedomov",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/c237.0.606.606/13658872_636743229818081_133261900_n.jpg?ig_cache_key=MTI5MTQyOTMxNjQ4MzM1NjA1NA%3D%3D.2.c
BHpFw5rhwPQ,1468070114,0,187,Olga Tokarczuk práve teraz v našom stane na Pohode 📚🌻 #literarnystanmartinus #pohodafestival2016 #pohodafestival #olgatokarczuk,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13551543_1760064147616289_2053593806_n.jpg?ig_cache_key=MTI5MDU4ODExODkxOTM0OTIwMA%3D%3D.2
BHmcej0hsOR,1467981359,0,182,Åsne Seierstad na Pohode! #literarnystan #martinussk #pohodafestival2016 #vydavatelstvoabsynt #asneseierstad #jedenznas #literarnystanmartinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13627913_527940627411550_103230806_n.jpg?ig_cache_key=MTI4OTg0MzU4ODYzNzA0OTc0NQ%3D%3D.2
BHmJwbahxtm,1467971544,2,401,"Tešíme sa na vás dnes na Pohode! Diskusie, workshopy, čítačky a kopec skvelých kníh! 📚 #pohodafestival #pohodafestival2016 #literarnystan #martinussk #literarnystanmartinus",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13636315_134502256979299_1519688255_n.jpg?ig_cache_key=MTI4OTc2MTI1MzY3NzgwMDI5NA%3D%3D.2
BHjuTDdBVUL,1467890039,0,236,Kto má chuť na Pohodu ako z veľkej knihy? Tešíme sa na vás v Literárnom stane Martinus.sk na #pohodafestival! 😊 #martinus #martinussk #knihy #kniha #citam #pravecitam #dnescitam #pohoda #pohoda2016 #literarnystanmartinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/c157.0.406.406/13549472_1039635336105002_2044617591_n.jpg?ig_cache_key=MTI4OTA3NzUzNzg3NTc3Njc3OQ%3D%3D.2.c
BHhVOiwh4nV,1467809786,1,188,"Geniálna priateľka od Eleny Ferrante sa dočkala dotlače s novou peknou obálkou! Ak sa chystáte na dovolenku do Talianska, toto určite odporúčame pribaliť do kufra 😊 Ak sa nechystáte, tak odporúčame tiež 😉 #tipnaknihu #knihy #martinussk #pravecitam #knihomol #books #bookstagram #elenaferrante #genialnapriatelka #inaquesk",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13551655_1377046892323551_1910596786_n.jpg?ig_cache_key=MTI4ODQwNDMyNjc3NTQ5MTAyOQ%3D%3D.2
BHfc8tYBhpG,1467746725,0,228,Ľahké a vtipné čítanie na leto? Jednoznačne Erlend Loe! ❤️ A pre jeho fanúšikov máme dobrú správu - v novembri príde Erlend do nášho bratislavského kníhkupectva! 😉 #tipnaknihu #knihy #martinussk #erlendloe #vydavatelstvopremedia #koniecsvetaakohopozname #dopplerjespat,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13549517_1805644912998936_1475422708_n.jpg?ig_cache_key=MTI4Nzg3NTMzNTY0MzYwMTQ3OA%3D%3D.2
BHcTnVABkzK,1467641168,0,152,Takýto preplnený Literárny stan Martinus.sk sme zažili nejeden rok na Pohode a už sa nevieme dočkať tohto ročníka 😊 S kým sa tam vidíme? Program nášho stanu nájdete tu: www.martinus.sk/literarnystan 📚 #martinussk #knihy #knihomoli #pohoda #festivalpohoda #literarnystan #pohodafestival,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.719.719/13561822_1649315442058774_823931881_n.jpg?ig_cache_key=MTI4Njk4OTg1OTAxMzQxNDA5MA%3D%3D.2.c
BHXm6EUh0ak,1467483511,0,343,"Ďakujeme za krásnu fotku s naším hrnčekom! ☕️📚💐#Repost @angietothova with @repostapp
・・・
📚🎀",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13534084_909967342483030_1949880874_n.jpg?ig_cache_key=MTI4NTY2NzMzNDc3NDAxNTY1Mg%3D%3D.2
BHT4EwLBeon,1467358293,1,185,"Klasická otázka: čo budeme variť cez víkend? 🤔 Máme pre vás tipy na knihy, ktoré vám s touto dilemou určite pomôžu 📚 #tipnaknihu #martinussk #knihy #knihomol #books #bookstagram #vikend #viaccasunacitanie #viaccasunavarenie #kucharky",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13573372_685141558305797_1094323487_n.jpg?ig_cache_key=MTI4NDYxNjkzNTkzNzc5NjY0Nw%3D%3D.2
BHRu09nBSYC,1467286337,2,234,"Tip na dovolenkové čítanie? Knihou Keď Hitler bral kokaín a Leninovi ukradli mozog nič nepokazíte, ba priam spravíte veľmi dobre 😊 Fascinujúce historky z histórie, ale všetky absolútne pravdivé! 😳 #tipnaknihu #knihy #knihomoli #martinussk #pravecitam #tipnadovolenku #dovolenkovecitanie #viaccasunacitanie #gilesmilton",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13584094_1742974655940766_1308923045_n.jpg?ig_cache_key=MTI4NDAxMzMxODQ4MjUwMzE3MA%3D%3D.2
BHPe3cHBfXl,1467210860,2,252,Prišli nás pozrieť kolegovia z českého @martinus_cz a toto nám doniesli! ❤️😍 Košík je plný super dobrých a zdravých veci 😊🙏 #martinussk #martinuscz #dakujeme #samsisekta,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13392728_1649563265285518_1061771748_n.jpg?ig_cache_key=MTI4MzM4MDE2OTk3MzAzNjUxNw%3D%3D.2
BHMgm0Wh4fe,1467111109,1,233,"Veľká vec! Život je jinde, román od Milana Kunderu, vyšiel po rokoch vo vydavateľstve Atlantis. 📖 #tipnaknihu #martinussk #knihy #knihomoli #milankundera #zivotjejinde #nakladatelstviatlantis",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13561814_1715568882015213_1598724767_n.jpg?ig_cache_key=MTI4MjU0MzM5ODkzNDc3NTc3NA%3D%3D.2
BHJuu3ShnaJ,1467017851,0,165,"Branuško Jobus má novú knihu! Pekná, poučná a aj vtipná je, môžu ju čítať deti aj dospeláci aj dospeláci deťom 📖👌#tipnaknihu #knihy #martinussk #knihomoli #slovart_vyd #branislavjobus #zvon #detskaliteratura",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13551746_261393394239006_1075783654_n.jpg?ig_cache_key=MTI4MTc2MTA5OTU2NTY1OTc4NQ%3D%3D.2
BHIIl_1hAt8,1466964301,10,431,"Takéto parádne záložky od Bookmarklovers máme len v našom bratislavskom kníhkupectve na Obchodnej! Ale nezúfajte, čoskoro ich budete mocť vyhrať tu na instagrame 🙊 #martinussk #knihy #zalozky #sutaz #books #bookstagram #bookmark #bookmarklovers",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13531872_501166560072518_1955295755_n.jpg?ig_cache_key=MTI4MTMxMTg4OTUyMzIxNTIyOA%3D%3D.2
BHDEXqNhLtQ,1466794314,1,294,"Víkend je za dverami! Alebo sa hovorí pred dverami? 😳 Každopádne, znamená to viac času na čítanie 📚 Ak sa chystáte niekam vyvenčiť svoje knihy, na prenos odporúčame naše knihomoľské tašky 👍 #vikend #viaccasunacitanie #knihomolskataska #martinussk #knihy #knihomoli #citamevonku",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13422911_1745400125738637_2019663810_n.jpg?ig_cache_key=MTI3OTg4NTkzNzE2MTMyMTI5Ng%3D%3D.2
BG9TroZR0cZ,1466601016,1,342,A aký dlhý je váš dovolenkový reading list? 📚 #leto #prazdniny #dovolenky #viaccasunacitanie #tipnaknihu #lookbook,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13473196_1720417831565916_1665673162_n.jpg?ig_cache_key=MTI3ODI2NDQzMDQzODA3NDEzNw%3D%3D.2
BG4u7aSx0RW,1466447529,3,292,"Vďaka @_natyn_ už vieme, ako parádne vyzerajú naše tangramy všetky pokope. 😊 Ale dobrou správou je, že ak sa chcete zapojiť do súťaže o dve 50-eurové poukážky, stačí vám mať posledný tangram - králika. Uverejnite jeho fotku na nejakom zaujímavom mieste, pridajte hashtag #martinustangram a ste v hre! Držíme palce a tešíme sa na vaše fotky! 😊 #martinus #martinussk #knihy #kniha #akcia #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c71.0.936.936/13391159_1571427293160317_1804146623_n.jpg?ig_cache_key=MTI3Njk3Njg4NzE4MDUxMDI5NA%3D%3D.2.c
BG4MYkwR0VY,1466429418,3,482,"Počasie si dnes z nás strieľa, raz prudký dážď, raz slnko. My sa však nenecháme nachytať a venujeme sa činnosti, ktorú máme zo všetkého najradšej ❤️ Spríjemnite si aj vy začiatok týždňa 📖☕️🍰 #martinussk #knihy #knihomoli #harrypotter #kavaakolacik #harrypotterforever #ajpondelokmozebytfajn",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13391167_1621414871502326_110055391_n.jpg?ig_cache_key=MTI3NjgyNDk1OTY0OTc5MzM2OA%3D%3D.2
BGtq5CLR0Yt,1466076313,3,353,"Nový Dominik Dán dorazil do našich kníhkupectiev, ktoré sa pretekajú v tom, kto mu spraví zaujímavejšie vystavenie 😀 Takto to spravili v našom popradskom kníhkupectve 📚👌 #dominikdan #slovart_vyd #slovenskaliteratura #krimi #tipnaknihu #neznafatamorgana #martinussk",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/13388699_813722005395549_1514498003_n.jpg?ig_cache_key=MTI3Mzg2MjkwNjkxNjA2Mjc2NQ%3D%3D.2
BGtQJGZR0fh,1466062289,3,245,Anjel nad Teheránom je fascinujúce rozprávanie o drsnom živote v teheránskom židovskom gete. Dlho vypredaná kniha teraz vyšla k 25. narodeninám vydavateľstva Slovart 📖🎈#tipnaknihu #knihy #slovart_vyd #anjelnadteheranom #ginabnahai,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402252_1618108648505487_1648232937_n.jpg?ig_cache_key=MTI3Mzc0NTI2MzcwMTczOTQ4OQ%3D%3D.2
BGkJlQ8x0b0,1465756860,4,407,"Hádajte, kde si dnes číta naša kolegyňa @zuzkovnik? 😊 #kniha #knihy #martinus #martinussk #viaccasunacitanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13408917_1127916987275349_1051208655_n.jpg?ig_cache_key=MTI3MTE4MzEzODA2NDEyMzYzNg%3D%3D.2.c
BGjh1WkR0R6,1465736020,1,197,Na víkendové čítanie (nielen) v tráve odporúčame nový feel-good román od @hostbrno 👌 Must read pre všetkých knihomoľov! 😊 #tipnaknihu #knihy #martinussk #vikend #viaccasunacitanie #hostbrno #nakladatelstvihost #ctenarizbrokenwheeldoporucuji #katarinabivald #knihomoli #books #bookstagram,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13355470_265154400503281_2062293391_n.jpg?ig_cache_key=MTI3MTAwODMyMTc0NjcxNTc3MA%3D%3D.2
BGd7mrHx0QQ,1465548205,1,221,"Vydavateľstvo Absynt vydáva knihy rýchlejšie než ich stíhame fotiť! Toto sú dve, ktoré vyšli len nedávno a už je tu aj nový Martin Pollack a na jún sa chystá aj Wojciech Jagielski! Tešíme sa! 📚 #tipnaknihu #martinussk #knihy #vydavatelstvoabsynt #asneseierstad #jedenznas #oneofus #svetlanaalexievich #casyzosecondhandu #reportaznaliteratura #bookstagram",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13381055_291129904557211_2140771770_n.jpg?ig_cache_key=MTI2OTQzMjgxMjM3NDAxNzA0MA%3D%3D.2
BGb6P7mR0aZ,1465480385,3,214,Výborná kniha Klub nenapraviteľných optimistov vyšla len nedávno aj v slovenčine. Odporúčame! 👌📖 #tipnaknihu #knihy #martinussk #klubnenapravitelnychoptimistov #vydavatelstvopremedia #jeanmichelguenassia,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402417_273810779634830_1822301323_n.jpg?ig_cache_key=MTI2ODg2MzkwMTUxNzY5NDYxNw%3D%3D.2
BGZDB9Jx0YY,1465384326,1,270,"Grafický román, ktorý je kritickou dystopiou, kontroverznou knihou a je plný čierneho humoru. Skúsite? #tipnaknihu #knihy #martinussk #malvern #petrmerka #vangogh21stoleti #komiks",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13388513_1737850959789062_2117862333_n.jpg?ig_cache_key=MTI2ODA1ODA5ODYwMjgyMTE0NA%3D%3D.2
BGXMiChR0cp,1465322199,2,150,Na Islande majú veľa výborných spisovateľov a jedným z nich je aj Sjón! Skúste túto zvláštne zaujímavú knihu z edície MM vydavateľstva @slovart_vyd 📖 #tipnaknihu #knihy #martinussk #sjon #slovart_vyd #manisteinn #chlapecktorynebol #islandskaliteratura,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13395128_1638435103147330_1306412330_n.jpg?ig_cache_key=MTI2NzUzNjkzNTg1NDIyOTI4OQ%3D%3D.2
BGT2Or-R0X5,1465209843,1,268,"Naša májová súťaž s #martinustangram už pozná svojich víťazov! 😊 Sú nimi @maria.mikuskova a Natália Nagyová. Dámy, srdečne gratulujeme a všetkým ďakujeme za účasť. A ak ste nevyhrali, tak nezúfajte, ešte stále tu máme posledný júnový tangram 😉 #martinussk #martinus #knihy #kniha #citam #pravecitam #cocitat #viaccasunacitanie #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13388493_585875681582165_1098470285_n.jpg?ig_cache_key=MTI2NjU5NDQyNDAyMTI3MjA1Nw%3D%3D.2
BGMSjhnR0VG,1464956258,0,206,"V Martinuse máme najradšej knihy. A ešte keď niekto z kolegov oslavuje narodeniny! Všetko najlepšie, Andy! 😊😋👏🎂🎉 #martinus #martinussk #knihy #kniha",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13266934_1764578773755215_111571512_n.jpg?ig_cache_key=MTI2NDQ2NzIwMTQ5NTYxNDc5MA%3D%3D.2
BGG3clBx0fp,1464774273,2,218,"Aj my oslavujeme Deň detí! 😊 A to 25% zľavou na všetky detské knihy a 15% zľavou na hry, puzzle, filmy pre deti, atď. Poďte oslavovať s nami! 🎉 #martinus #martinussk #knihy #kniha #akcia #dendeti",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/13266830_1613821815545022_1762577075_n.jpg?ig_cache_key=MTI2Mjk0MDYwMTk4NTc0NjkyMQ%3D%3D.2.c
BF-zbmUR0fH,1464503733,5,741,A vy sa ako chystáte stráviť zvyšok víkendu? Tu je tip od @_dzejny 📖+☕️=👌#vikend #viaccasunacitanie #knihaakava #knihomol,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13260988_270025840016791_485906386_n.jpg?ig_cache_key=MTI2MDY3MTE0MjY1MDY2MDgwNw%3D%3D.2
BF0k0q_R0cL,1464160529,6,296,"Na Martinuse oslavujeme Uterákový deň vo veľkom štýle! 👍 Nielenže pre vás máme unikátnu stopársku sadu a zľavu 25% na všetky sci-fi knihy, ale ešte sa aj môžete zapojiť do súťaže 😊 Stačí, ak uverejníte fotku s hashtagom #uterakovydensmartinusom, na ktorej bude vidieť, ako trávite deň so svojim uterákom! Možno práve vy vyhráte takýto skvelý stopársky uterák! Kreativite, bláznivosti a vogonskej poézii sa medze nekladú. Viac informácií o Uterákovom dni nájdete tu: http://citam.sk/uterakovyden2016 pričom link je aj v profile. PS: Súťaž beží aj na našom Facebooku. Tešíme sa na fotky stopárov! 😄 #uterakovyden #towelday #towelday2016 #kniha #knihy #martinus #martinussk #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.43.1080.1080/13266823_885588164900508_119073792_n.jpg?ig_cache_key=MTI1Nzc5MjE0NTE4OTE5MzQ4Mw%3D%3D.2.c
BFnpk3Cx0fc,1463726814,3,213,"Dobré ráno! V tejto knihe nájdete super tipy na rýchle a zdravé raňajky, ale aj na dlhé víkendové rána 🙏 Baby z @biteme_vegefoodblog ju budú budúci týždeň predstavovať aj v našich kníhkupectvách😊 #tipnaknihu #martinussk #besedyvmartinuse #zdraveranajky #biteme #mornings #breakfasttime",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13116685_1019393058098188_1344936286_n.jpg?ig_cache_key=MTI1NDE1Mzg3NDE1NjUwNTA1Mg%3D%3D.2
BFljCAjx0V4,1463656273,1,204,"Spravte si radosť knihou od Moniky a Lenky z @atelierpapaver Nájdete v nej skvelé tipy na krásne kvetinové aranžmány, ktoré môžu skrášliť aj váš domov 💐 #tipnaknihu #knihy #martinussk #atelierpapaver",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13113834_1738817819741082_204303075_n.jpg?ig_cache_key=MTI1MzU2MjE0MDk1OTY1NTI4OA%3D%3D.2
BFgjfwRR0c9,1463488745,2,270,"Ak ste si mysleli, že v máji nebudeme súťažiť s #martinustangram o dve 50 eurové poukážky, tak ste si mysleli zle! 😁 Stačí, aby ste odfotili májový tangram meča nalepený na nejakom zaujímavom mieste, pridali hashtag #martinustangram a ste v hre! Na konci mesiaca vyberieme jednu fotku, ktorá sa nám bude páčiť najviac a ďalšiu vyžrebujeme úplne náhodne. Držíme palce! 😊",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/13109057_193787674348076_56538091_n.jpg?ig_cache_key=MTI1MjE1NjgxMDE3MDE1Njg2MQ%3D%3D.2.c
BFdkFkTx0ef,1463388391,16,374,"Spolu s @slovart_vyd sme pre vás pripravili super súťaž! Kúpte si aspoň jednu knihu zo Slovartu, dostanete k nej super tašku a ešte aj môžete vyhrať skvelé knihy! Viac info tu: www.martinus.sk/zazracnataska ✨💫🌟 #martinussk #slovart_vyd #slovartbooklab #najlepsiasutaz #zazracnataska",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13151105_1031787300192188_1924176503_n.jpg?ig_cache_key=MTI1MTMxNDk4MzczNzE4MjExMQ%3D%3D.2
BFZXkJux0Yn,1463247608,4,411,"Či už bola vaša sobota takáto slnečná alebo daždivá, veríme, že v oboch prípadoch ste ju trávili s knihou 📖 #vikend #viaccasunacitanie #martinussk #knihy #knihomol #books #bookstagram #weekend",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13113726_607939339369340_1841759206_n.jpg?ig_cache_key=MTI1MDEzNDAxMDk5MTQyOTE1OQ%3D%3D.2
BFVvZv1x0Sp,1463125888,4,327,"Naše obľúbené @vydavatelstvo_absynt vydáva knihy, ktoré sú nielen dobré, ale aj pekné a fotogenické 📚 Novinku Jeden z nás: Príbeh o Nórsku už máme tiež na sklade a postupne ju nájdete aj vo všetkých našich kníhkupectvách. #tipnaknihu #martinussk #knihy #books #bookstagram #vydavatelstvoabsynt",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c163.0.754.754/13151127_869299816525450_13956209_n.jpg?ig_cache_key=MTI0OTExMjk0OTIwNjIzODM3Nw%3D%3D.2.c
BFTR6gIx0QE,1463043319,2,313,"Gratulujeme @timka1292004 (autorke tejto fotky) a Blanke Husárovej, ktoré vyhrali poukážku v hodnote 50 eur v našej súťaži s aprílovým tangramom 😊
 A ak už máte májový tangram, tak pokojne začnite postovať fotky s hashtagom #martinustangram. Všetky, na ktorých bude májový tangram, zaradíme do novej súťaže o poukážky, ktorá vypukne už čoskoro 👍#martinus #martinussk #knihy #kniha #martinustangram #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13151192_277991452540938_481465099_n.jpg?ig_cache_key=MTI0ODQyMDMwODczOTExMzk4OA%3D%3D.2
BFQ_rNwR0S5,1462966648,2,218,Neuveriteľne skvelá atmosféra vládla na našej včerajšej besede a autogramiáde v Bratislave! Prišiel k nám Dmitry Glukhovsky a my sa z toho spamätávame ešte doteraz 😊 ďakujeme všetkým 🙏 #martinussk #besedyvmartinuse #dmitryglukhovsky #dmitryglukhovskyvbratislave #ikar #scifi #metro2035 #dakujeme,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13151125_1722688624673506_1582405440_n.jpg?ig_cache_key=MTI0Nzc3NzE0MzQxNzk0NzMyMQ%3D%3D.2
BFLgp-ZR0Qq,1462782613,6,313,Ako ste strávili víkend? Takto? 🙏📖 #knihy #martinussk #viaccasunacitanie #martinushrncek #books #bookstagram,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c205.0.669.669/13188202_871344756324364_1893821218_n.jpg?ig_cache_key=MTI0NjIzMzM0Mzg4MTA2OTYxMA%3D%3D.2.c
BFBPfGex0ag,1462438066,2,192,Po výbornej Piatej lodi sme sa dočkali ďalšej skvelej knihy od Moniky Kompaníkovej. Novinku Na sútoku vydalo vydavateľstvo Artforum. 📖👌 #tipnaknihu #knihy #martinussk #monikakompanikova #nasutoku #artforum #slovenskaliteratura,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13126669_1711071345834808_1040669593_n.jpg?ig_cache_key=MTI0MzM0MzA4MDA5MTI0MDA5Ng%3D%3D.2
